student_id,student_name,student_phone_number,parent_id,parent_name,parent_phone_number,age,year,gpa,hostel_block,past_violations_30d,past_violations_365d,request_time_hour,requested_duration_hours,destination_risk,emergency_flag,group_request,weekend_request,previous_no_show,requests_last_7days,risk_score_continuous,label_violation
3205,Student_76525,7826965659,348587,Parent_73187,1895727363,22,2,6.525065016901698,D,0,1,3,0.41,LOW,0,0,0,0,2,8.905072982867281,0
6835,Student_70446,5624737771,266612,Parent_52377,8844631506,18,1,7.064992939147921,D,0,2,10,4.06,LOW,0,0,0,0,0,12.71282176962115,0
1722,Student_75484,6327317093,319179,Parent_62919,5297252002,22,1,6.995787039277605,A,0,0,13,1.84,LOW,0,0,1,0,0,18.81263027074932,0
7400,Student_24611,9728030309,750475,Parent_57678,5711859120,17,3,7.228469467379815,D,1,1,0,9.65,LOW,0,0,0,0,0,15.53475238451674,0
1172,Student_54720,6186610909,773138,Parent_53011,4189525079,17,1,8.094137835313251,A,0,0,22,6.92,LOW,0,0,1,0,0,12.32777431261444,0
7825,Student_15569,3550187380,737061,Parent_14919,1864311812,21,4,6.129538373820237,C,0,1,1,0.23,LOW,0,0,0,0,0,13.30268942267017,0
8155,Student_62647,8129415150,129485,Parent_77498,3564281960,21,2,7.939783065879579,B,1,0,14,1.72,LOW,0,0,0,0,1,16.57441097974767,0
9388,Student_58696,6974230363,184174,Parent_77605,8396783723,23,2,6.241699536553782,B,0,2,14,0.09,LOW,0,0,1,0,0,18.43129470473195,0
2490,Student_97454,6325022130,566699,Parent_13579,3346763138,24,3,6.489149986786757,D,0,1,0,10.71,LOW,0,0,0,0,0,7.090789525638224,0
3700,Student_91581,4772984634,450907,Parent_10293,6016227104,21,3,8.737040020614062,A,0,2,20,0.75,MED,0,0,1,0,0,13.07877630712088,0
1804,Student_55923,9271256888,898162,Parent_92607,5684539342,19,3,6.231045119229996,D,0,0,7,2.25,LOW,0,0,1,0,0,13.95742141491062,0
2178,Student_17143,4102604060,571171,Parent_90903,3968038081,21,3,7.165873808865746,C,1,1,0,16.29,LOW,0,0,0,0,0,19.9373753997212,0
2419,Student_78252,6129838786,502482,Parent_73493,2112778784,23,3,7.638404162002994,B,0,0,9,6.1,LOW,0,0,0,0,2,13.94167860246028,0
2141,Student_80139,2791964028,341280,Parent_63791,6936702285,17,3,6.538696549428875,B,0,2,3,0.62,LOW,0,0,0,0,0,20.60021931481694,0
5379,Student_71169,7852126414,840524,Parent_54619,4134750863,21,1,7.207365936814759,B,1,2,17,0.0,MED,0,1,0,0,0,21.38540081446422,0
1423,Student_95255,7535403333,363524,Parent_69351,3779925157,18,3,6.300636629404908,A,0,1,11,8.79,LOW,0,1,0,0,0,22.68577174524282,0
6717,Student_82666,6001542354,567544,Parent_32660,2959044160,18,2,8.454598284810857,D,0,3,15,2.42,HIGH,0,0,0,0,0,21.81412141095713,0
9346,Student_98484,1855984086,140003,Parent_63472,9567291013,17,4,8.380324852295102,D,0,4,1,4.97,LOW,0,0,0,0,0,13.17201958143033,0
1931,Student_12984,5432580498,309975,Parent_67241,4142344671,20,1,6.565979635531063,A,0,0,20,3.2,MED,0,0,1,0,0,20.25474448660876,0
2391,Student_70485,3021076583,533577,Parent_37196,9772576526,20,3,7.78822083118062,A,0,1,9,9.77,LOW,0,0,0,0,1,9.75594225259856,0
4109,Student_84942,8737914511,810853,Parent_49802,8877426942,22,1,6.823161744679531,B,0,1,1,11.18,LOW,0,0,1,0,0,23.39777570602246,0
1515,Student_64716,8967199898,206852,Parent_15454,4197891855,22,1,7.267464767400513,C,0,0,17,1.51,LOW,0,0,0,0,0,13.35246595514381,0
4669,Student_14883,8294889571,486837,Parent_82850,5828577517,17,3,8.272804011511433,C,0,2,18,2.1,LOW,0,0,1,0,0,18.54083824275967,0
5938,Student_81813,7129517095,959004,Parent_38008,3182364172,24,2,7.335843196831233,D,0,0,4,3.96,MED,0,0,1,0,0,21.83333654962257,0
5764,Student_60544,3565653855,275644,Parent_42791,8514104829,21,1,4.368431962039799,C,0,1,19,0.8,LOW,0,1,1,0,0,30.31211478288772,0
4410,Student_69181,2481817240,475173,Parent_92585,3706316764,22,4,5.616234104033663,C,0,1,4,2.98,MED,0,0,0,0,1,7.748545974488792,0
4181,Student_46463,1159521989,565625,Parent_23591,6387170395,17,3,7.262873091434287,A,1,1,13,2.71,HIGH,1,1,0,0,1,27.41384393712073,0
5522,Student_95587,3861254808,284961,Parent_59748,7592978558,17,4,8.426953185321908,B,0,1,20,2.66,LOW,0,0,1,0,1,22.18431387934219,0
2377,Student_96449,6575852279,599586,Parent_16119,7278143811,20,2,7.09696882942775,B,0,1,11,2.64,LOW,0,0,0,0,0,13.33883068872834,0
7152,Student_68069,7573581777,989918,Parent_13154,2681124883,19,2,9.747483311863206,C,0,1,17,5.33,HIGH,0,0,0,0,0,15.75141665691867,0
2804,Student_28361,3133740572,927331,Parent_36920,4808571508,18,1,6.138191004798788,D,0,2,14,1.33,HIGH,0,1,0,0,0,32.30534875308855,0
3147,Student_85808,3965878647,854381,Parent_36076,9982674404,24,2,8.147818594899324,A,0,0,6,9.61,LOW,0,1,0,0,1,15.73879291733213,0
2297,Student_41068,3737938395,943409,Parent_45205,6824765299,19,3,7.330733312639965,C,0,3,8,12.86,LOW,0,0,0,0,1,13.71216622345006,0
6758,Student_56474,2474674917,878386,Parent_54393,6415150193,23,4,8.134127961944879,D,0,1,9,5.89,LOW,0,0,1,0,1,19.41576804926822,0
5769,Student_52153,2204034557,998617,Parent_93116,1969929173,20,1,8.859496157971146,D,0,1,11,1.24,LOW,0,0,0,0,0,4.136654186636625,0
4778,Student_38324,8697883130,164928,Parent_38367,3560973217,18,1,7.888167939192503,D,0,0,0,0.05,LOW,0,0,1,0,0,22.26177941587954,0
6890,Student_10661,1409159981,652285,Parent_47624,5844465363,19,2,7.02364224396981,B,0,2,11,1.55,LOW,0,0,0,0,0,11.01092029905412,0
3290,Student_37294,5610680341,503640,Parent_41932,7924826604,18,1,6.037408807066194,C,1,3,22,0.31,MED,0,0,1,0,1,23.81719742029761,0
4946,Student_17095,2209246958,548862,Parent_73991,2090100500,19,2,7.729576693734868,B,0,3,1,12.84,MED,0,0,0,0,0,7.366810891710905,0
5894,Student_80112,4846760831,321699,Parent_64765,3519276518,21,3,7.644967101088831,A,1,1,10,0.18,LOW,0,0,0,0,0,7.873355031741566,0
7172,Student_76050,9116644360,449596,Parent_58200,9923589216,17,4,9.41310005334262,D,0,0,16,5.7,LOW,0,0,0,0,0,12.69215901647019,0
2644,Student_32740,5868360093,403216,Parent_30315,7613431135,18,2,5.754827220312737,B,0,3,6,5.43,LOW,0,0,0,0,0,10.69519635808102,0
2998,Student_94019,5069182134,833503,Parent_90883,5742719931,24,2,6.715746013930424,D,0,1,1,3.22,LOW,0,0,1,0,1,11.27868080177064,0
7736,Student_82825,6385798289,963398,Parent_97545,2501392304,21,3,7.478131078262652,C,0,3,1,3.11,LOW,0,0,0,0,0,14.87277048826267,0
3640,Student_69745,4583374558,453005,Parent_37508,1198711267,24,2,6.14652032308086,A,0,0,9,7.93,LOW,0,0,0,0,0,10.37349644413168,0
2379,Student_38789,4281807795,202100,Parent_13967,5423187083,20,1,6.253478340744405,B,1,1,5,16.82,HIGH,0,0,0,0,0,19.65607187344281,0
9051,Student_92881,8608588837,956164,Parent_54944,3383395839,18,2,6.919571174639151,A,0,0,17,7.51,LOW,1,1,0,0,0,15.5465580687325,0
8430,Student_93411,8480280951,896037,Parent_70429,9208465771,22,4,9.173571369257168,A,0,1,11,2.29,LOW,0,0,1,0,0,26.82123598699938,0
1151,Student_58421,7790576092,344006,Parent_62812,3757239849,22,3,6.259748298120197,B,1,2,21,0.9,LOW,0,0,1,0,0,21.19852483493186,0
7022,Student_11666,2688852350,192094,Parent_36238,4144129392,20,2,7.264074956712171,D,2,5,20,2.08,LOW,0,1,1,0,2,30.00093992026412,0
3615,Student_54346,6963419165,353883,Parent_23363,5992297490,19,1,7.71876886539204,D,0,0,11,2.23,LOW,0,0,0,0,0,13.51607854881081,0
8521,Student_11950,8894624875,512210,Parent_34694,9058295122,17,2,7.845060679194643,D,0,1,11,1.74,MED,0,0,0,0,0,20.02881063932435,0
3820,Student_71391,4575428931,222458,Parent_95296,8192459400,23,2,7.25372125001643,B,0,2,13,1.86,MED,0,0,1,0,0,19.52344172155537,0
1363,Student_79120,3107546023,596602,Parent_53024,6709675781,22,1,7.563130911803939,C,0,2,22,4.78,LOW,0,0,1,0,0,14.36790354057971,0
7093,Student_82681,8642327880,352457,Parent_89518,2937607117,24,3,6.955717561566142,A,0,1,21,3.44,LOW,0,0,1,0,1,18.88601460866645,0
3174,Student_93967,2498034156,633115,Parent_80794,8824456774,24,1,7.803998443607604,C,0,1,7,2.49,LOW,0,0,0,0,0,6.077903867345589,0
6143,Student_61737,4827925364,146648,Parent_41051,1975277161,18,1,6.921330733035562,C,0,4,11,9.07,LOW,0,0,1,0,1,19.42583960266643,0
6939,Student_79251,7414814508,254169,Parent_46869,3540278171,18,1,7.356031954045,D,2,2,6,2.73,MED,0,0,0,0,0,17.63920112197315,0
8941,Student_46913,3040899677,272804,Parent_99373,8572167417,19,2,6.968786977642012,A,1,2,15,0.28,LOW,0,0,1,0,0,19.9722314161428,0
6329,Student_65558,3690370482,312407,Parent_22273,3910237995,22,4,7.290763573098442,B,0,0,12,1.28,MED,0,1,0,0,1,21.78837604654909,0
8012,Student_23958,5371309584,785308,Parent_74377,1037317960,20,2,5.919704247251357,D,0,1,5,17.95,LOW,0,0,0,0,1,13.05579176340968,0
2155,Student_20989,3034113043,252016,Parent_18665,5710136122,18,3,7.493898220920248,D,2,0,0,3.8,LOW,0,0,0,0,1,20.60065219480449,0
8351,Student_31316,9083720534,583551,Parent_45205,7844078539,21,3,8.041475851824819,D,1,2,11,1.21,MED,0,0,0,0,0,16.95088897373976,0
5367,Student_88501,5006985293,270888,Parent_49622,6640346350,17,3,7.992139987625191,A,0,2,22,19.43,LOW,0,0,1,0,1,27.5171205128177,0
1485,Student_36599,7472076263,924651,Parent_51487,3866891671,17,3,6.342310267491874,C,0,4,2,8.87,LOW,0,0,1,0,0,16.53581259143099,0
8660,Student_50852,9306959728,690516,Parent_55524,8613212451,21,1,8.282100209004467,D,0,0,13,0.3,LOW,0,0,1,0,0,18.40579674891188,0
3124,Student_81155,3370606975,288010,Parent_10147,8648108853,20,1,7.996848998589773,B,0,2,16,3.22,LOW,0,0,0,0,1,10.14028571605839,0
5222,Student_92687,4454973684,562990,Parent_28639,5922902906,19,2,6.006324460882064,D,0,0,14,0.13,LOW,0,0,1,0,0,24.49604415852978,0
7415,Student_33925,5992374662,420734,Parent_68862,2510538660,24,2,8.185329012475515,C,0,1,19,8.76,HIGH,0,0,1,1,1,51.30804034957748,1
8072,Student_89549,3679255485,355903,Parent_15588,9763593111,19,2,7.618650565518077,A,1,3,17,2.63,LOW,0,0,1,0,1,11.48186317985527,0
8024,Student_45080,7401013289,842694,Parent_57246,7364716621,20,2,8.799341889043358,A,0,2,17,3.31,MED,0,0,0,0,0,13.26777537830163,0
9963,Student_73508,4886325572,505744,Parent_54109,1635956236,21,3,8.784860853430027,B,0,1,0,12.41,HIGH,0,0,0,1,1,37.31642036377779,1
5293,Student_30107,3683886851,780105,Parent_16701,7630761254,17,4,8.821460665324942,C,0,1,7,0.01,LOW,0,0,0,0,0,7.090395728150212,0
1620,Student_87504,5196370279,178032,Parent_68055,2805876170,17,2,7.588344603934591,C,0,3,2,3.58,LOW,0,0,1,0,0,13.83115270563934,0
8436,Student_39690,8912935007,890228,Parent_33231,4884842837,18,2,7.987206120604248,D,0,2,4,10.98,LOW,0,0,1,0,0,26.89632988971308,0
7566,Student_51746,9445986371,386044,Parent_52128,3977812954,17,4,5.592309782678899,C,0,4,19,6.02,LOW,0,0,1,0,0,10.75934906533305,0
7527,Student_42189,5843803239,638750,Parent_37119,1362767324,21,4,7.243086120449172,B,0,1,16,2.05,MED,0,0,0,0,0,13.04694668859592,0
3366,Student_54272,4574806211,595082,Parent_30410,8236737108,18,2,7.025020045994748,C,0,1,9,4.46,MED,0,0,0,0,1,14.96666664539675,0
8380,Student_29419,4905825267,749756,Parent_46122,3164518620,21,2,7.316056597064346,A,0,1,15,0.16,LOW,0,0,1,0,1,12.87373574141024,0
6609,Student_16252,5314519818,345247,Parent_54480,8151009300,20,2,6.132291785810699,A,0,2,8,3.75,LOW,0,0,0,0,1,11.69425396756101,0
1039,Student_91587,3700721596,537851,Parent_72982,9885357285,21,3,7.706813105325342,A,0,1,20,9.17,MED,0,0,1,0,0,25.26474552453281,0
2497,Student_88487,4477604857,712851,Parent_60798,3816004716,19,4,6.090089585874933,B,0,0,11,7.97,LOW,0,1,0,0,0,29.20726088858494,0
3574,Student_13722,1610740171,359818,Parent_91195,7280148158,19,1,8.673063257512652,A,0,2,3,1.39,LOW,0,0,1,0,0,14.97591106923336,0
2859,Student_80619,1498577836,703410,Parent_42605,9873299410,21,3,8.474790828502842,A,0,1,9,3.83,LOW,0,0,0,0,0,20.0465239269848,0
7503,Student_78234,1149251413,448935,Parent_11126,2611252937,22,4,8.439088021903267,C,1,2,9,10.82,MED,0,0,0,0,0,12.55489935132338,0
5962,Student_83363,3651953013,697106,Parent_65245,7770199023,22,4,7.393700295830878,B,0,2,13,3.77,LOW,0,0,1,0,0,16.30050619605409,0
5121,Student_32256,8501616819,487414,Parent_31011,4902861390,19,1,6.113429703424824,B,1,0,15,2.53,LOW,1,1,0,1,0,27.31979374295193,0
1909,Student_21120,7960044240,356769,Parent_36878,7343885738,17,4,7.964055046993963,D,0,2,15,0.45,LOW,0,0,0,0,0,15.71428725911074,0
9310,Student_76802,8835722592,932476,Parent_73914,3256716581,20,4,6.538966665566322,D,0,1,21,1.3,HIGH,0,0,1,1,3,43.27606715170553,1
2284,Student_16144,4603705719,763276,Parent_65257,7568349081,18,2,8.026193967535944,B,1,0,23,4.79,LOW,0,0,1,0,1,12.42536232271946,0
4360,Student_38070,3318267844,458769,Parent_69453,2066386835,22,1,7.056079751982075,A,0,1,21,3.59,LOW,0,0,1,0,0,20.59099611691085,0
5996,Student_23696,1499805706,623349,Parent_45652,2296494215,17,3,6.838142118549751,D,0,0,2,10.01,LOW,0,0,0,0,0,15.87605164887475,0
3741,Student_77898,6087329565,236986,Parent_55243,8925027076,21,3,5.911891290167809,D,0,2,9,6.77,LOW,0,1,0,0,0,23.02536460139294,0
6432,Student_24567,5137044146,850732,Parent_36590,7665763114,18,4,8.738273673295232,B,0,3,5,15.86,LOW,0,0,0,0,0,11.90901991639297,0
9569,Student_22641,2583440554,277827,Parent_34126,6313308422,20,1,5.953384519817781,A,0,2,2,15.04,HIGH,0,0,1,0,0,26.66512356796371,0
2716,Student_31640,1771635597,793229,Parent_67322,5498085424,24,4,7.706157108539998,C,0,0,5,0.33,LOW,0,1,0,0,0,19.24900444279256,0
7028,Student_13352,4296728199,605484,Parent_68577,9750808155,17,1,7.680953070963151,B,0,1,7,0.99,HIGH,0,0,0,0,0,24.17904655199013,0
3016,Student_75444,2406176472,927823,Parent_74180,2968521296,24,2,6.615569063726605,A,0,0,9,3.52,MED,0,0,0,0,0,18.30263286971274,0
2777,Student_77957,8017986426,295438,Parent_10341,8345107138,18,2,7.153440198580607,A,0,0,11,7.49,HIGH,0,0,1,0,0,28.75682545209527,0
2295,Student_11014,8381172146,354384,Parent_36265,8361502151,18,3,6.241283551280009,A,0,0,7,1.01,LOW,0,0,0,0,1,22.04628984800504,0
5100,Student_36100,7730161956,915167,Parent_70941,3336355357,18,1,7.832322980185053,C,0,2,11,6.63,LOW,0,1,0,0,1,20.23641147651695,0
8214,Student_90998,5833372221,675591,Parent_91003,5513008794,21,3,6.431853063419489,B,0,3,2,6.27,LOW,0,0,1,0,0,24.15496681076471,0
8655,Student_15195,5734278865,838078,Parent_17483,1758519861,21,3,7.409611314380686,D,0,4,13,0.09,LOW,0,0,0,0,0,5.291294928798417,0
2359,Student_45643,9613090271,224246,Parent_63029,5330742506,20,3,6.964926070140253,B,0,0,10,2.34,HIGH,1,0,1,0,0,22.56654291172695,0
2050,Student_50588,2774119560,482255,Parent_43392,5552695230,24,1,6.120903083977599,C,0,2,3,1.79,MED,0,0,0,0,1,16.13680520845309,0
9189,Student_43759,8475139409,599438,Parent_24385,1582774448,18,4,7.161256347083851,D,0,1,4,1.97,LOW,0,0,0,0,0,6.689490647203463,0
6069,Student_29295,2437780993,328614,Parent_60489,4203924924,24,3,6.337155369855686,D,0,2,1,4.25,LOW,0,0,1,0,0,22.87112470975783,0
6451,Student_11193,9041441606,492453,Parent_80910,9905604187,23,2,8.719351216980638,A,0,2,13,3.22,LOW,0,0,0,0,0,11.19767466036406,0
2759,Student_75063,9210870970,775697,Parent_73236,6093594297,21,2,7.65733518930668,B,0,3,8,10.93,MED,0,0,0,0,1,12.64670708625868,0
5021,Student_85808,9430114341,797384,Parent_79992,6539070313,22,1,8.125745248879545,C,0,0,20,2.72,LOW,0,0,1,0,1,25.50003174150069,0
3451,Student_55848,4408063764,129510,Parent_18656,8227879876,23,3,8.451095599494515,C,0,1,1,2.04,LOW,1,0,0,0,1,3.873984678928821,0
5153,Student_55993,5006596022,667352,Parent_23084,8463634809,24,1,8.320039336227111,C,0,3,23,6.51,LOW,0,0,1,0,3,19.79247161968023,0
1366,Student_35717,2038320244,924135,Parent_49519,7208106570,17,2,8.24783720174626,C,1,1,17,3.85,LOW,0,0,0,0,0,23.4505163658558,0
7650,Student_88528,9216561383,826902,Parent_70527,3904506749,21,3,8.720871078412948,B,0,2,4,2.5,LOW,1,0,0,0,0,11.77958775284035,0
3687,Student_44148,4185302514,323089,Parent_12008,3655344138,19,1,7.759713940289102,D,0,2,19,4.52,LOW,0,0,1,0,0,14.63715335661547,0
8864,Student_57489,4878067273,220786,Parent_29345,7935750005,17,1,8.163840894072619,C,0,0,16,4.37,LOW,0,0,0,0,1,4.258626166651404,0
3555,Student_36713,5094458479,523419,Parent_46009,7651152431,18,3,8.549557003853824,A,1,1,1,6.87,MED,0,0,0,1,0,22.80951876640433,0
7374,Student_18209,4292350782,953740,Parent_82356,5852091385,22,1,7.162948311572741,C,0,2,0,0.29,LOW,0,0,1,0,0,12.18241549431832,0
9392,Student_36255,4792705866,214433,Parent_19233,4638325206,22,1,7.105244911763584,B,0,0,13,3.32,LOW,0,0,0,0,0,19.38711996422614,0
5208,Student_22343,9675024819,488610,Parent_51519,6464224396,21,2,7.174515188349764,D,0,1,6,5.41,MED,0,1,0,0,0,20.34009601755263,0
6755,Student_23147,4906254774,750749,Parent_94919,7792595988,22,1,6.438146885354364,C,0,2,16,0.65,MED,0,0,0,0,2,19.07162423668109,0
4951,Student_55148,6244469072,454492,Parent_35264,1483779310,21,3,6.741669116465381,D,0,0,2,4.89,HIGH,0,0,1,0,1,31.35202984820064,0
5118,Student_95183,6413137513,937244,Parent_42113,3201951090,19,3,7.22354113701198,A,0,2,9,10.13,LOW,0,0,0,0,0,12.66294312502936,0
7169,Student_94240,7665006138,252499,Parent_80944,9071747785,18,2,6.694783510969029,D,0,1,9,3.19,LOW,0,0,0,0,0,9.046583882692818,0
3267,Student_45567,2885726654,637301,Parent_84298,4709201438,23,4,6.582012569027842,C,0,4,4,0.75,LOW,0,0,0,0,0,10.94518954859329,0
2126,Student_88928,2718467593,248354,Parent_60457,2480788542,18,1,8.528278590328114,A,0,3,7,2.11,LOW,0,0,0,0,1,16.13718955919391,0
2064,Student_16182,8046190550,773460,Parent_86824,3039015612,24,3,7.716899913447539,A,0,0,1,15.85,HIGH,0,0,0,0,1,29.13068694646162,0
1591,Student_24440,9906033122,716115,Parent_15313,5648295747,17,2,9.054384925477184,C,0,1,13,0.65,MED,0,0,0,0,0,16.66308034608236,0
6937,Student_44344,2415375406,558932,Parent_28076,9704776363,18,2,5.320727021404385,D,0,0,16,1.39,MED,0,0,1,1,1,30.97649221133282,0
5372,Student_76332,3119858418,919596,Parent_34084,2930338924,19,3,9.10501270991229,C,1,5,15,6.37,LOW,0,0,0,1,1,28.10541678483464,0
2786,Student_28611,4244828152,409485,Parent_59191,9479239431,23,3,8.066478549390038,B,0,3,19,0.07,HIGH,0,1,1,0,0,28.77167118506232,0
5494,Student_68470,1601797435,315707,Parent_50117,2279898521,23,2,6.321871450819075,A,0,0,18,6.61,LOW,0,0,1,0,0,20.34449793361479,0
8729,Student_57805,1459708270,163238,Parent_78301,5800172756,19,3,8.297833596960162,D,0,3,7,0.75,LOW,0,1,0,0,0,23.68450957283087,0
5458,Student_33890,9233909962,974612,Parent_64329,5286201385,21,4,7.866568315007777,D,0,0,21,0.74,LOW,0,1,1,0,1,29.29928429557855,0
3907,Student_65078,6737000886,730369,Parent_14180,7800244992,21,4,9.012780703960711,D,1,2,21,3.24,LOW,0,0,1,0,0,20.76803258508826,0
2027,Student_13870,3096976228,387257,Parent_30736,8342497430,18,4,7.521822628237897,C,1,1,1,4.46,HIGH,0,0,1,0,3,35.61524844555332,1
2290,Student_68627,6010966067,159350,Parent_12598,1057320359,18,3,7.127813722131651,A,0,0,22,2.64,LOW,0,0,1,0,0,15.43103803550649,0
4058,Student_58836,1641922213,132068,Parent_74739,2580911814,17,3,6.350598766338039,A,0,0,13,7.67,LOW,0,0,0,0,0,15.46862145033406,0
9420,Student_76304,8755714696,140100,Parent_67155,8082763060,18,3,8.9897402802088,B,1,0,1,22.34,MED,0,0,1,0,0,21.56935271285445,0
7311,Student_82608,5468923919,960937,Parent_31422,6789801440,22,4,8.447235560318711,D,0,0,10,1.54,HIGH,0,0,0,1,1,30.3762057905769,0
2601,Student_66257,2174967930,701962,Parent_75097,6631880445,24,3,8.592422002440694,A,0,1,2,2.2,LOW,0,0,0,0,0,14.68294728066374,0
8493,Student_12586,6837190172,595246,Parent_20554,6975886995,21,3,7.069437859116992,B,0,0,18,10.89,LOW,0,0,1,0,0,16.83650499986881,0
1808,Student_60719,3346902988,718197,Parent_66377,6306610960,20,4,6.965963856410999,B,0,0,1,3.81,LOW,1,0,1,0,0,21.51675795630325,0
9787,Student_94048,1150483795,624801,Parent_95825,2090700561,23,2,8.205526358159474,A,0,0,18,1.63,LOW,0,0,1,0,0,19.83633726599531,0
1369,Student_54307,5157764541,946357,Parent_63155,8475213189,17,1,7.70806966179576,B,0,0,9,2.27,MED,0,0,0,0,0,9.91970599144592,0
4774,Student_69225,5977750218,948045,Parent_83634,6176437184,24,2,8.708401138955551,B,0,1,8,0.56,LOW,0,1,0,0,1,16.25880353787779,0
1785,Student_33069,6422628662,241049,Parent_20956,3918941786,22,1,8.542224897068653,D,0,2,12,9.88,LOW,0,0,0,0,1,11.37561522147743,0
3007,Student_59920,3865424887,160001,Parent_61193,4065338877,21,3,7.323034356067862,A,0,0,10,1.1,LOW,0,0,0,0,0,12.46685497151261,0
2278,Student_22216,9344387885,945876,Parent_84721,8401732424,21,3,7.812004249651062,A,0,1,18,5.17,LOW,0,0,1,1,0,29.41539315602353,0
3136,Student_41474,6220260982,919200,Parent_80096,2744279767,18,1,7.618211610741024,B,0,1,11,10.49,LOW,0,0,0,0,1,13.73655895069471,0
9777,Student_92081,7918016270,912346,Parent_21431,7528671712,22,1,7.683301069665218,A,0,1,21,4.72,LOW,0,0,1,0,1,16.78727325242447,0
3288,Student_67183,8473186979,503344,Parent_61589,2921288092,19,3,8.078868343734534,D,0,0,2,3.64,LOW,0,1,1,0,0,25.64016210758605,0
5793,Student_52120,4653285912,358346,Parent_61444,1933082509,21,2,5.97962113239643,C,1,2,19,0.82,MED,0,1,1,0,0,33.14130744149129,1
5707,Student_64906,6655136788,462909,Parent_22932,9770316438,21,4,7.354896744721521,B,0,1,13,2.74,MED,0,0,1,0,0,14.83467958465802,0
8205,Student_80702,3497584436,753869,Parent_81113,1803233685,23,1,8.837125732196133,C,0,2,12,4.34,MED,0,0,1,0,0,27.20784664605589,0
8586,Student_89470,3872341166,289443,Parent_86415,1981510013,20,2,5.852588268636747,C,0,0,19,6.98,MED,0,0,1,0,0,22.86032671171472,0
8713,Student_88354,7259715732,826204,Parent_36571,6331926166,21,1,9.446349341764158,C,1,0,16,16.54,LOW,0,0,1,0,2,17.61160762902053,0
6431,Student_43588,4812475260,447677,Parent_72874,6077191775,24,2,8.05452171385631,B,0,0,4,5.39,MED,0,0,0,0,2,0.9755918757062804,0
5601,Student_68394,3734342085,713353,Parent_38403,1387028723,21,4,6.197668086577897,C,0,1,15,20.14,LOW,1,0,0,0,1,7.747912366679088,0
7775,Student_71829,7858026637,490809,Parent_55151,5728357793,20,4,6.73072271914097,D,0,0,5,0.62,LOW,0,0,0,0,1,6.845495651855193,0
7507,Student_56120,4774844103,941039,Parent_62752,7656483553,23,2,6.123253993943134,D,0,0,16,0.19,LOW,0,0,1,0,0,22.95136002639392,0
4314,Student_70248,5410067864,640693,Parent_39850,3197748714,22,1,5.929222731312252,D,2,0,7,12.61,LOW,0,0,0,0,0,20.21911100509264,0
7159,Student_92826,2764833621,715484,Parent_39693,8346890829,17,1,8.152877977951592,A,0,1,8,4.72,MED,0,0,1,0,1,18.17707906692071,0
6523,Student_23902,3298282624,863724,Parent_10067,1354316714,19,3,7.301666012830111,B,0,2,13,0.75,LOW,0,0,1,0,2,20.97751911692603,0
4039,Student_71601,4638454510,169414,Parent_68901,8911878873,22,4,6.572528247768235,B,0,1,10,4.65,MED,0,1,0,0,0,11.65089285703306,0
7530,Student_18468,6613335938,435420,Parent_70809,5298769624,21,1,7.095725487999724,D,0,1,17,0.28,LOW,0,0,0,0,0,6.368401078816402,0
1473,Student_45827,9151564833,334922,Parent_33593,5389134691,17,1,6.553157336594342,B,0,2,9,4.07,LOW,0,0,0,0,1,9.5216175729027,0
7789,Student_44685,5966776074,171943,Parent_39327,8048389239,20,3,6.74562612474792,A,0,0,20,0.0,LOW,0,0,1,0,1,23.1598270798582,0
3346,Student_72613,3132817493,520115,Parent_35300,6125810124,22,3,6.49671714443633,C,0,0,3,9.68,LOW,0,0,0,0,1,4.535329922068414,0
6909,Student_62662,6562769822,906732,Parent_89360,1353259371,23,2,10.0,A,1,2,19,2.62,LOW,0,0,1,0,0,23.62042618092768,0
2939,Student_97795,6416443507,757434,Parent_68589,7313656339,24,3,7.022126917589751,D,0,0,16,6.53,LOW,0,1,0,0,0,26.62989827139489,0
8673,Student_30919,7158612738,490565,Parent_28603,5251463006,21,1,8.822386658683868,A,0,1,23,3.28,LOW,0,0,1,0,0,25.52817017188759,0
6169,Student_48626,1857722260,628724,Parent_45415,6741036356,17,2,8.274764208271474,D,0,1,15,0.86,MED,0,0,0,0,0,10.25056847825838,0
7321,Student_96807,6770114196,434891,Parent_14456,8291544891,21,2,8.711616622203687,D,0,0,20,7.0,LOW,0,0,1,0,1,21.02170468421071,0
1290,Student_71037,7733065438,193214,Parent_63614,8178579089,22,2,7.665655807112136,C,0,0,8,2.08,MED,0,1,1,0,0,37.93962009244874,1
5821,Student_34436,6502465226,316892,Parent_73343,4964266955,22,1,6.61700538760729,C,0,2,0,4.42,HIGH,0,0,1,0,0,29.68335693439914,0
8698,Student_86479,3814586019,460588,Parent_69056,2748409302,23,4,6.829126626528593,C,0,1,18,0.35,LOW,0,0,1,0,0,18.06422600652743,0
6628,Student_18027,6629530294,359592,Parent_68644,8437747185,19,1,7.06608809660341,A,1,1,15,0.6,MED,0,0,0,0,3,13.3070623263121,0
3971,Student_54471,1794183310,437827,Parent_48869,3476543110,18,4,6.060386677787898,A,0,1,23,4.27,LOW,0,0,1,0,1,18.46117486268361,0
5530,Student_73884,2473822730,936174,Parent_35393,4987400773,23,1,7.767669960867208,D,0,4,22,4.81,LOW,0,0,1,0,1,17.30371291961176,0
